1	0	128	1	False	0.00
1	0	128	2	False	0.00
1	0	128	3	False	0.00
1	0	128	4	False	0.00
1	0	128	5	False	0.00
1	0	128	6	False	0.00
1	0	128	7	False	0.00
1	0	128	8	False	0.00
1	0	128	9	False	0.00
1	0	128	10	False	0.00
1	0	128	10	False	0.50
1	1	128	1	False	0.50
1	1	128	2	False	0.50
1	1	128	3	False	0.50
1	1	128	4	False	0.50
1	1	128	5	False	0.50
1	1	128	6	False	0.50
1	1	128	7	False	0.50
1	1	128	8	False	0.50
1	1	128	9	False	0.50
1	1	128	10	False	0.50
1	1	128	11	False	0.50
1	1	128	12	False	0.50
1	1	128	13	False	0.50
1	1	128	14	False	0.50
1	1	128	15	False	0.50
1	1	128	16	False	0.50
1	1	128	17	False	0.50
1	1	128	18	False	0.50
1	1	128	19	False	0.50
1	1	128	20	False	0.50
1	1	128	21	False	0.50
1	1	128	22	False	0.50
1	1	128	23	False	0.50
1	1	128	24	False	0.50
1	1	128	24	False	1.70
1	2	32	1	False	1.70
1	2	32	2	False	1.70
1	2	32	3	False	1.70
1	2	32	4	False	1.70
1	2	32	5	False	1.70
1	2	32	6	False	1.70
1	2	32	7	False	1.70
1	2	32	8	False	1.70
1	2	32	9	False	1.70
1	2	32	10	False	1.70
1	2	32	11	False	1.70
1	2	32	12	True	1.70
1	3	128	1	False	1.70
1	3	128	2	False	1.70
1	3	128	3	False	1.70
1	3	128	4	False	1.70
1	3	128	5	False	1.70
1	3	128	6	False	1.70
1	3	128	7	False	1.70
1	3	128	8	False	1.70
1	3	128	9	False	1.70
1	3	128	10	False	1.70
1	3	128	11	False	1.70
1	3	128	12	False	1.70
1	3	128	13	False	1.70
1	3	128	13	False	2.35
1	4	8	1	False	2.35
1	4	8	2	False	2.35
1	4	8	3	True	2.35
1	5	8	1	False	2.35
1	5	8	2	True	2.35
1	6	32	1	False	2.35
1	6	32	2	True	2.35
1	7	32	1	False	2.35
1	7	32	2	False	2.35
1	7	32	3	True	2.35
1	8	8	1	False	2.35
1	8	8	2	False	2.35
1	8	8	3	True	2.35
1	9	128	1	False	2.35
1	9	128	2	False	2.35
1	9	128	3	False	2.35
1	9	128	4	False	2.35
1	9	128	5	False	2.35
1	9	128	6	False	2.35
1	9	128	7	False	2.35
1	9	128	8	False	2.35
1	9	128	9	False	2.35
1	9	128	10	False	2.35
1	9	128	11	False	2.35
1	9	128	12	False	2.35
1	9	128	13	False	2.35
1	9	128	14	False	2.35
1	9	128	15	False	2.35
1	9	128	16	False	2.35
1	9	128	17	False	2.35
1	9	128	18	False	2.35
1	9	128	19	False	2.35
1	9	128	20	False	2.35
1	9	128	21	True	2.35
1	10	8	1	True	2.35
1	11	32	1	True	2.35
1	12	32	0	False	2.35
1	13	32	1	False	2.35
1	13	32	2	False	2.35
1	13	32	2	False	2.45
1	14	8	1	False	2.45
1	14	8	2	False	2.45
1	14	8	3	False	2.45
1	14	8	3	False	2.60
1	15	128	1	False	2.60
1	15	128	2	False	2.60
1	15	128	3	False	2.60
1	15	128	4	False	2.60
1	15	128	5	False	2.60
1	15	128	6	False	2.60
1	15	128	7	False	2.60
1	15	128	8	False	2.60
1	15	128	9	False	2.60
1	15	128	10	False	2.60
1	15	128	11	True	2.60
1	16	32	1	False	2.60
1	16	32	2	False	2.60
1	16	32	3	False	2.60
1	16	32	4	False	2.60
1	16	32	5	False	2.60
1	16	32	5	False	2.85
1	17	32	1	False	2.85
1	17	32	2	False	2.85
1	17	32	3	False	2.85
1	17	32	4	False	2.85
1	17	32	5	False	2.85
1	17	32	6	False	2.85
1	17	32	7	False	2.85
1	17	32	8	False	2.85
1	17	32	9	False	2.85
1	17	32	9	False	3.30
1	18	128	1	False	3.30
1	18	128	2	False	3.30
1	18	128	3	False	3.30
1	18	128	4	False	3.30
1	18	128	5	False	3.30
1	18	128	6	False	3.30
1	18	128	7	False	3.30
1	18	128	8	False	3.30
1	18	128	9	False	3.30
1	18	128	10	False	3.30
1	18	128	11	False	3.30
1	18	128	11	False	3.85
1	19	8	1	False	3.85
1	19	8	2	False	3.85
1	19	8	3	True	3.85
1	20	32	1	False	3.85
1	20	32	2	False	3.85
1	20	32	3	False	3.85
1	20	32	4	False	3.85
1	20	32	5	False	3.85
1	20	32	6	False	3.85
1	20	32	7	False	3.85
1	20	32	8	False	3.85
1	20	32	9	False	3.85
1	20	32	10	False	3.85
1	20	32	11	False	3.85
1	20	32	12	False	3.85
1	20	32	12	False	4.45
1	21	8	1	False	4.45
1	21	8	2	True	4.45
1	22	128	1	False	4.45
1	22	128	2	False	4.45
1	22	128	3	False	4.45
1	22	128	4	False	4.45
1	22	128	5	False	4.45
1	22	128	6	False	4.45
1	22	128	7	False	4.45
1	22	128	8	False	4.45
1	22	128	9	False	4.45
1	22	128	10	False	4.45
1	22	128	10	False	4.95
1	23	8	1	False	4.95
1	23	8	2	False	4.95
1	23	8	3	False	4.95
1	23	8	4	False	4.95
1	23	8	5	True	4.95
1	24	128	1	False	4.95
1	24	128	2	False	4.95
1	24	128	3	False	4.95
1	24	128	4	False	4.95
1	24	128	5	False	4.95
1	24	128	6	False	4.95
1	24	128	6	False	5.25
1	25	8	1	False	5.25
1	25	8	2	False	5.25
1	25	8	3	False	5.25
1	25	8	4	False	5.25
1	25	8	5	False	5.25
1	25	8	5	False	5.50
1	26	8	1	False	5.50
1	26	8	2	True	5.50
1	27	32	1	False	5.50
1	27	32	2	False	5.50
1	27	32	3	False	5.50
1	27	32	4	False	5.50
1	27	32	4	False	5.70
1	28	128	1	False	5.70
1	28	128	2	False	5.70
1	28	128	3	False	5.70
1	28	128	3	False	5.85
1	29	32	0	False	5.85
1	30	32	0	False	5.85
1	31	32	0	False	5.85
1	32	32	0	False	5.85
1	33	128	0	False	5.85
1	34	128	0	False	5.85
1	35	32	0	False	5.85
1	36	8	0	False	5.85
1	37	8	0	False	5.85
1	38	128	0	False	5.85
1	39	128	0	False	5.85
1	40	8	0	False	5.85
1	41	128	0	False	5.85
1	42	32	0	False	5.85
1	43	8	0	False	5.85
1	44	8	1	True	5.85
1	45	128	1	False	5.85
1	45	128	1	False	5.90
1	46	8	1	False	5.90
1	46	8	1	False	5.95
1	47	32	1	False	5.95
1	47	32	1	False	6.00
1	48	32	1	False	6.00
1	48	32	1	False	6.05
1	49	32	1	False	6.05
1	49	32	1	False	6.10
1	50	128	1	False	6.10
1	50	128	1	False	6.15
1	51	8	1	False	6.15
1	51	8	1	False	6.20
1	52	8	1	True	6.20
1	53	128	1	False	6.20
1	53	128	1	False	6.25
1	54	128	1	False	6.25
1	54	128	1	False	6.30
1	55	32	1	False	6.30
1	55	32	1	False	6.35
1	56	32	1	False	6.35
1	56	32	1	False	6.40
1	57	128	1	False	6.40
1	57	128	1	False	6.45
1	58	8	1	False	6.45
1	58	8	1	False	6.50
1	59	128	1	False	6.50
1	59	128	1	False	6.55
1	60	8	1	False	6.55
1	60	8	1	False	6.60
1	61	128	1	False	6.60
1	61	128	1	False	6.65
1	62	128	1	False	6.65
1	62	128	1	False	6.70
1	63	8	1	True	6.70
1	64	128	1	False	6.70
1	64	128	1	False	6.75
1	65	32	1	False	6.75
1	65	32	1	False	6.80
1	66	32	0	False	6.80
1	67	128	1	False	6.80
1	67	128	1	False	6.85
1	68	128	1	False	6.85
1	68	128	1	False	6.90
1	69	8	1	True	6.90
1	70	8	1	False	6.90
1	70	8	1	False	6.95
1	71	32	1	False	6.95
1	71	32	1	False	7.00
1	72	8	1	True	7.00
1	73	128	1	False	7.00
1	73	128	2	False	7.00
1	73	128	2	False	7.10
1	74	8	1	False	7.10
1	74	8	2	False	7.10
1	74	8	3	True	7.10
1	75	8	0	False	7.10
1	76	32	0	False	7.10
1	77	128	0	False	7.10
1	78	8	0	False	7.10
1	79	32	0	False	7.10
1	80	32	0	False	7.10
1	81	8	0	False	7.10
1	82	32	0	False	7.10
1	83	128	0	False	7.10
1	84	8	0	False	7.10
1	85	32	0	False	7.10
1	86	128	0	False	7.10
1	87	32	0	False	7.10
1	88	8	0	False	7.10
1	89	128	0	False	7.10
0	0	32	1	False	0.00
0	0	32	1	False	0.05
0	0	8	0	False	0.00
0	0	128	1	False	0.00
0	0	128	2	False	0.00
0	0	128	3	False	0.00
0	0	128	4	False	0.00
0	0	128	5	False	0.00
0	0	128	6	False	0.00
0	0	128	7	False	0.00
0	0	128	8	False	0.00
0	0	128	9	False	0.00
0	0	128	10	False	0.00
0	0	128	11	False	0.00
0	0	128	12	False	0.00
0	0	128	13	False	0.00
0	0	128	14	False	0.00
0	0	128	15	False	0.00
0	0	128	16	False	0.00
0	0	128	17	False	0.00
0	0	128	18	False	0.00
0	0	128	19	False	0.00
0	0	128	20	False	0.00
0	0	128	21	False	0.00
0	0	128	22	False	0.00
0	0	128	23	False	0.00
0	0	128	24	False	0.00
0	0	128	25	False	0.00
0	0	128	26	False	0.00
0	0	128	27	False	0.00
0	0	128	28	False	0.00
0	0	128	29	False	0.00
0	0	128	30	False	0.00
0	0	128	31	False	0.00
0	0	128	32	False	0.00
0	0	128	33	False	0.00
0	0	128	34	False	0.00
0	0	128	35	False	0.00
0	0	128	36	False	0.00
0	0	128	37	False	0.00
0	0	128	38	False	0.00
0	0	128	39	False	0.00
0	0	128	40	False	0.00
0	0	128	41	False	0.00
0	0	128	42	False	0.00
0	0	128	43	False	0.00
0	0	128	44	False	0.00
0	0	128	45	False	0.00
0	0	128	46	True	0.00
0	1	8	1	False	0.00
0	1	8	2	True	0.00
0	0	128	1	False	0.00
0	0	128	2	False	0.00
0	0	128	3	False	0.00
0	0	128	4	False	0.00
0	0	128	5	False	0.00
0	0	128	6	False	0.00
0	0	128	7	False	0.00
0	0	128	7	False	0.35
0	0	8	1	False	0.00
0	0	8	2	False	0.00
0	0	8	3	False	0.00
0	0	8	4	True	0.00
0	0	8	1	False	0.00
0	0	8	2	False	0.00
0	0	8	3	False	0.00
0	0	8	4	True	0.00
0	1	128	1	False	0.00
0	1	128	2	False	0.00
0	1	128	3	False	0.00
0	1	128	4	False	0.00
0	1	128	5	False	0.00
0	1	128	6	False	0.00
0	1	128	7	False	0.00
0	1	128	8	False	0.00
0	1	128	9	False	0.00
0	1	128	10	False	0.00
0	1	128	10	False	0.50
0	2	32	1	False	0.50
0	2	32	2	False	0.50
0	2	32	3	False	0.50
0	2	32	4	False	0.50
0	2	32	5	False	0.50
0	2	32	5	False	0.50
0	3	32	1	False	0.50
0	3	32	2	False	0.50
0	3	32	3	False	0.50
0	3	32	4	False	0.50
0	3	32	5	False	0.50
0	3	32	6	False	0.50
0	3	32	7	False	0.50
0	3	32	8	False	0.50
0	3	32	8	False	0.80
0	0	8	1	False	0.00
0	0	8	2	False	0.00
0	0	8	3	False	0.00
0	0	8	4	True	0.00
0	1	32	1	False	0.00
0	1	32	2	False	0.00
0	1	32	3	False	0.00
0	1	32	4	False	0.00
0	1	32	5	False	0.00
0	1	32	6	False	0.00
0	1	32	7	False	0.00
0	1	32	8	False	0.00
0	1	32	9	False	0.00
0	1	32	10	False	0.00
0	1	32	10	False	0.25
0	2	8	1	False	0.25
0	2	8	2	True	0.25
0	3	128	1	False	0.25
0	3	128	2	False	0.25
0	3	128	3	False	0.25
0	3	128	4	False	0.25
0	3	128	5	False	0.25
0	3	128	5	False	0.45
0	4	128	1	False	0.45
0	4	128	2	False	0.45
0	4	128	3	False	0.45
0	4	128	4	False	0.45
0	4	128	5	False	0.45
0	4	128	6	False	0.45
0	4	128	7	False	0.45
0	4	128	8	False	0.45
0	4	128	9	False	0.45
0	4	128	10	False	0.45
0	4	128	10	False	0.95
0	5	128	1	False	0.95
0	5	128	2	False	0.95
0	5	128	3	False	0.95
0	5	128	4	False	0.95
0	5	128	4	False	1.14
0	0	32	1	False	0.00
0	0	32	2	False	0.00
0	0	32	3	False	0.00
0	0	32	4	False	0.00
0	0	32	5	False	0.00
0	0	32	5	False	0.15
0	1	128	1	False	0.15
0	1	128	2	False	0.15
0	1	128	3	False	0.15
0	1	128	4	False	0.15
0	1	128	5	False	0.15
0	1	128	6	False	0.15
0	1	128	7	False	0.15
0	1	128	8	False	0.15
0	1	128	9	False	0.15
0	1	128	9	False	0.59
0	2	8	1	False	0.59
0	2	8	2	True	0.59
0	3	32	1	False	0.59
0	3	32	2	False	0.59
0	3	32	3	False	0.59
0	3	32	4	False	0.59
0	3	32	5	False	0.59
0	3	32	6	False	0.59
0	3	32	7	False	0.59
0	3	32	8	False	0.59
0	3	32	9	False	0.59
0	3	32	10	False	0.59
0	3	32	10	False	0.59
0	4	8	1	False	0.59
0	4	8	2	False	0.59
0	4	8	3	False	0.59
0	4	8	4	False	0.59
0	4	8	5	False	0.59
0	4	8	6	True	0.59
0	5	128	1	False	0.59
0	5	128	2	False	0.59
0	5	128	3	False	0.59
0	5	128	4	False	0.59
0	5	128	5	False	0.59
0	5	128	6	False	0.59
0	5	128	7	False	0.59
0	5	128	8	False	0.59
0	5	128	9	False	0.59
0	5	128	10	False	0.59
0	5	128	11	False	0.59
0	5	128	12	False	0.59
0	5	128	13	False	0.59
0	5	128	14	True	0.59
0	6	128	1	False	0.59
0	6	128	2	False	0.59
0	6	128	3	False	0.59
0	6	128	4	False	0.59
0	6	128	5	False	0.59
0	6	128	6	False	0.59
0	6	128	7	False	0.59
0	6	128	8	False	0.59
0	6	128	9	False	0.59
0	6	128	10	False	0.59
0	6	128	11	False	0.59
0	6	128	12	False	0.59
0	6	128	13	False	0.59
0	6	128	14	False	0.59
0	6	128	15	False	0.59
0	6	128	16	False	0.59
0	6	128	17	False	0.59
0	6	128	18	False	0.59
0	6	128	19	False	0.59
0	6	128	20	False	0.59
0	6	128	20	False	0.79
0	0	8	5	1	False	0.00
0	0	8	5	2	False	0.00
0	0	8	5	3	False	0.00
0	0	8	5	4	True	0.00
0	1	128	5	1	False	0.00
0	1	128	5	2	False	0.00
0	1	128	5	3	False	0.00
0	1	128	5	4	False	0.00
0	1	128	5	5	False	0.00
0	1	128	5	5	False	0.25
0	2	128	5	1	False	0.25
0	2	128	5	2	False	0.25
0	2	128	5	3	False	0.25
0	2	128	5	4	False	0.25
0	2	128	5	5	False	0.25
0	2	128	5	6	False	0.25
0	2	128	5	7	False	0.25
